OBJECTID,id,airport_ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,description,frequency_mhz,runway_length_ft,runway_width_ft,runway_surface,runway_lighted,runway_closed,x,y
77183,31562,ZUGU,medium_airport,Guangyuan Panlong Airport,32.390254,105.694571,,AS,CN,CN-51,Guangyuan (Lizhou),yes,ZUGU,GYS,,,https://en.wikipedia.org/wiki/Guangyuan_Airport,,,,8202.0,,,0.0,0.0,11765865.8233,3814647.2514
77184,336107,ZUGZ,small_airport,Garze Gesar Airport,31.7575,99.554167,,AS,CN,CN-51,Garzê (Garzê),yes,ZUGZ,GZG,GZG,,https://en.wikipedia.org/wiki/Garze_Gesar_Airport,"Ganzi, Garzê",,,13123.0,,,0.0,0.0,11082319.1768,3731520.6581
77185,300512,ZUJZ,medium_airport,Jiuzhai Huanglong Airport,32.853333,103.682222,11327.0,AS,CN,CN-51,Ngawa (Songpan),yes,ZUJZ,JZH,,,https://en.wikipedia.org/wiki/Jiuzhai_Huanglong_Airport,Aba,,,10499.0,,CON,0.0,0.0,11541852.1574,3875852.5142
77186,327350,ZUKD,medium_airport,Kangding Airport,30.142464,101.73872,14042.0,AS,CN,CN-51,Garzê (Kangding),yes,ZUKD,KGT,,,https://en.wikipedia.org/wiki/Kangding_Airport,,,,13123.0,172.0,Concrete,0.0,0.0,11325502.5044,3521875.4382
77187,313427,ZUKJ,medium_airport,Kaili Huangping Airport,26.972,107.988,3115.0,AS,CN,CN-52,Kaili  (Huangping),yes,ZUKJ,KJH,,,https://en.wikipedia.org/wiki/Kaili_Huangping_Airport,,,,8530.0,,,0.0,0.0,12021169.1718,3119973.9544
77188,327351,ZULB,small_airport,Libo Airport,25.4525,107.961667,,AS,CN,CN-52,Qiannan (Libo),yes,ZULB,LLB,,,https://en.wikipedia.org/wiki/Libo_Airport,,,,7546.0,90.0,Asphalt,0.0,0.0,12018237.7956,2931427.2278
77189,336114,ZULZ,medium_airport,Luzhou Yunlong Airport,29.030357,105.468407,,AS,CN,CN-51,Luzhou (Yunlong),yes,ZULZ,LZO,,,https://en.wikipedia.org/wiki/Luzhou_Yunlong_Airport,,,,8858.0,,,0.0,0.0,11740689.362,3379510.3685
77190,327355,ZUMT,medium_airport,Zunyi Maotai Airport,27.81638,106.33268,4068.0,AS,CN,CN-52,Zunyi,yes,ZUMT,WMT,,,https://en.wikipedia.org/wiki/Zunyi_Maotai_Airport,,,,8530.0,148.0,,0.0,0.0,11836899.7923,3225843.1708
77191,31908,ZUMY,medium_airport,Mianyang Nanjiao Airport,31.428101,104.740997,,AS,CN,CN-51,Mianyang (Fucheng),yes,ZUMY,MIG,,,https://en.wikipedia.org/wiki/Mianyang_Airport,,,,7874.0,,,0.0,0.0,11659714.4512,3688471.9038
77192,32003,ZUNC,small_airport,Nanchong Gaoping Airport,30.798104,106.16415,1145.0,AS,CN,CN-51,Nanchong (Gaoping),yes,ZUNC,NAO,,,https://en.wikipedia.org/wiki/Nanchong_Airport,,,,7874.0,,,0.0,0.0,11818139.1185,3606556.7689
77193,308782,ZUNP,medium_airport,Liping Airport,26.32217,109.1499,1620.0,AS,CN,CN-52,Liping,yes,ZUNP,HZH,,,https://en.wikipedia.org/wiki/Liping_Airport,,,,7218.0,,,0.0,0.0,12150511.2881,3039038.1041
77194,31876,ZUNZ,medium_airport,Nyingchi Mainling Airport,29.303301,94.335297,9675.0,AS,CN,CN-54,Nyingchi (Mainling),yes,ZUNZ,LZY,,,https://en.wikipedia.org/wiki/Nyingchi_Airport,"Linzhi, Kang Ko",,,9843.0,,UNK,0.0,0.0,10501357.2259,3414306.3849
77195,327352,ZUPS,medium_airport,Liupanshui Yuezhao Airport,26.609417,104.979,,AS,CN,CN-52,Liupanshui (Zhongshan),yes,ZUPS,LPF,,,https://en.wikipedia.org/wiki/Liupanshui_Yuezhao_Airport,,,,8202.0,,,0.0,0.0,11686208.824,3074757.7408
77196,300514,ZUTC,medium_airport,Tengchong Tuofeng Airport,24.938056,98.485833,6250.0,AS,CN,CN-53,Baoshan (Tengchong),yes,ZPTC,TCZ,,,https://en.wikipedia.org/wiki/Tengchong_Tuofeng_Airport,,,,7710.0,,,0.0,0.0,10963392.7799,2868138.1154
77197,342095,ZUTF,large_airport,Chengdu Tianfu International Airport,30.31252,104.441284,1440.0,AS,CN,CN-51,Chengdu (Jianyang),yes,ZUTF,TFU,,,https://en.wikipedia.org/wiki/Chengdu_Tianfu_International_Airport,,,,13123.0,197.0,CON,1.0,0.0,11626350.5527,3543784.9619
77198,302314,ZUTR,medium_airport,Tongren Fenghuang Airport,27.883333,109.308889,,AS,CN,CN-52,Tongren (Daxing),yes,ZUTR,TEN,,,https://en.wikipedia.org/wiki/Tongren_Fenghuang_Airport,,,,9022.0,,ASP,0.0,0.0,12168209.8627,3234272.6968
77199,350117,ZUWL,medium_airport,Chongqing Xiannüshan Airport,29.465658,107.693664,1747.0,AS,CN,CN-50,Wulong,yes,ZUWL,CQW,,,https://en.wikipedia.org/wiki/Chongqing_Xiannüshan_Airport,,,,9186.0,,ASP,1.0,0.0,11988403.8381,3435048.4239
77200,336105,ZUWS,small_airport,Chongqing Wushan Airport,31.06896,109.708958,,AS,CN,CN-50,Wushan,yes,ZUWS,WSK,WSK,,,,,,8530.0,,,0.0,0.0,12212745.34,3641708.1541
77201,32688,ZUWX,small_airport,Wanzhou Wuqiao Airport,30.8017,108.433,,AS,CN,CN-50,Wanzhou,yes,ZUWX,WXN,,,https://en.wikipedia.org/wiki/Wanzhou_Airport,,,,7874.0,,,0.0,0.0,12070706.3452,3607022.8029
77203,301647,ZUYI,medium_airport,Xingyi Wanfenglin Airport,25.083423,104.960804,4150.0,AS,CN,CN-52,Xingyi,yes,ZUYI,ACX,,,https://en.wikipedia.org/wiki/Xingyi_Wanfenglin_Airport,,,,7546.0,,,0.0,0.0,11684183.2545,2885994.7439
77204,308403,ZUZY,medium_airport,Zunyi Xinzhou Airport,27.5895,107.0007,2920.0,AS,CN,CN-52,Zunyi,yes,ZUZY,ZYI,,,https://en.wikipedia.org/wiki/Zunyi_Xinzhou_Airport,,,,9186.0,,,0.0,0.0,11911263.4385,3197317.02
77205,30635,ZWAK,medium_airport,Aksu Hongqipo Airport,41.262501,80.291702,3816.0,AS,CN,CN-65,Aksu (Onsu),yes,ZWAK,AKU,,,https://en.wikipedia.org/wiki/Aksu_Hongqipo_Airport,"Ak-su, Akshu, Aqsu, Bharuka, Po-lu-chia, Aksu Wensu Air Base, Onsu",,,7874.0,,ASP,1.0,0.0,8938031.3816,5051137.9445
77206,354654,ZWAL,small_airport,Aral Tarim Airport,40.464167,81.246944,,AS,CN,CN-65,Aral,yes,ZWAL,ACF,,,https://en.wikipedia.org/wiki/Aral_Talim_Airport,,,,9186.0,148.0,CON,0.0,0.0,9044368.4346,4933624.8105
77207,46650,ZWAX,medium_airport,Bole Alashankou Airport,44.895461,82.30007,1253.0,AS,CN,CN-65,Bole,yes,ZWBL,BPL,,,https://en.wikipedia.org/wiki/Bole_Alashankou_Airport,,,,8530.0,,,1.0,0.0,9161601.8847,5605078.9466
77208,31684,ZWCM,medium_airport,Qiemo Yudu Airport,38.234516,85.465462,,AS,CN,CN-65,Qiemo,yes,ZWCM,IQM,,,https://en.wikipedia.org/wiki/Qiemo_Yudu_Airport,"Cherchen, Qarqan",,,9186.0,,,1.0,0.0,9513971.7103,4612608.2358
77209,323219,ZWFY,medium_airport,Fuyun Koktokay Airport,46.804169,89.512006,3081.0,AS,CN,CN-65,Fuyun,yes,ZWFY,FYN,,,https://en.wikipedia.org/wiki/Fuyun_Koktokay_Airport,,,,8530.0,,,1.0,0.0,9964430.9278,5910167.8432
77210,31609,ZWHM,medium_airport,Hami Airport,42.8414,93.669197,2703.0,AS,CN,CN-65,Hami,yes,ZWHM,HMI,,,https://en.wikipedia.org/wiki/Hami_Airport,"Kumul, Qumul",,,7874.0,,CON,1.0,0.0,10427207.3131,5287862.3823
77211,31731,ZWKC,small_airport,Kuqa Qiuci Airport,41.677856,82.872917,3524.0,AS,CN,CN-65,Kuqa,yes,ZWKC,KCA,,,https://en.wikipedia.org/wiki/Kuqa_Qiuci_Airport,Kucha,,,8530.0,,ASP,1.0,0.0,9225370.921,5112845.3188
77212,31771,ZWKL,medium_airport,Korla Licheng Airport,41.6978,86.128899,,AS,CN,CN-65,Korla,yes,ZWKL,KRL,,,https://en.wikipedia.org/wiki/Korla_Licheng_Airport,,,,9121.0,148.0,,1.0,0.0,9587825.1793,5115818.2927
77213,35310,ZWKM,small_airport,Karamay Airport,45.46655,84.9527,,AS,CN,CN-65,Karamay,yes,ZWKM,KRY,,,https://en.wikipedia.org/wiki/Karamay_Airport,,,,8530.0,,,1.0,0.0,9456891.3055,5695271.7289
77214,313426,ZWKN,medium_airport,Burqin Kanas Airport,48.2223,86.9959,3921.0,AS,CN,CN-65,Burqin,yes,ZWKN,KJI,,,https://en.wikipedia.org/wiki/Kanas_Airport,,,,8202.0,,CON,0.0,0.0,9684339.2891,6143917.6369
77215,316548,ZWNL,medium_airport,Xinyuan Nalati Airport,43.4318,83.3786,3050.0,AS,CN,CN-65,Xinyuan,yes,ZWNL,NLT,,,https://en.wikipedia.org/wiki/Xinyuan_Nalati_Airport,,,,7546.0,148.0,ASP,1.0,0.0,9281663.2951,5377928.8723
77216,333070,ZWRQ,medium_airport,Ruoqiang Loulan Airport,38.974722,88.008333,2916.0,AS,CN,CN-65,Ruoqiang Town,yes,ZWRQ,RQA,,,https://en.wikipedia.org/wiki/Ruoqiang_Loulan_Airport,,,,9186.0,148.0,,0.0,0.0,9797042.8151,4718051.3625
77217,326731,ZWSC,medium_airport,Shache Airport,38.24542,77.056149,4232.0,AS,CN,CN-65,Shache,yes,ZWSC,QSZ,,,https://en.wikipedia.org/wiki/Shache_Airport,"Yarkant, Yeerqiang",,,9842.0,148.0,,0.0,0.0,8577851.2692,4614153.6758
77218,28144,ZWTC,small_airport,Tacheng Airport,46.672501,83.340797,,AS,CN,CN-65,Tacheng,yes,ZWTC,TCG,,,https://en.wikipedia.org/wiki/Tacheng_Airport,,,,7808.0,148.0,,1.0,0.0,9277455.0843,5888780.777
77219,314799,ZWTL,medium_airport,Turpan Jiaohe Airport,43.0308,89.0987,934.0,AS,CN,CN-65,Turpan,yes,ZWTL,TLQ,,,https://en.wikipedia.org/wiki/Turpan_Jiaohe_Airport,,,,9186.0,,,1.0,0.0,9918421.9143,5316661.0967
77220,32725,ZWYN,small_airport,Yining Airport,43.955799,81.330299,,AS,CN,CN-65,Ili (Yining / Ghulja),yes,ZWYN,YIN,,,https://en.wikipedia.org/wiki/Yining_Airport,"Ghulja, Ili",,,7874.0,148.0,,1.0,0.0,9053647.4707,5458604.5228
77221,342843,ZWYT,small_airport,Yutian Wanfang Airport,36.8085,81.7827,4731.0,AS,CN,CN-65,Hotan (Yutian),yes,ZWYT,YTW,YTW,,https://en.wikipedia.org/wiki/Yutian_Wanfang_Airport,,,,10499.0,148.0,,1.0,0.0,9104008.5197,4412447.6651
77222,30646,ZYAS,medium_airport,Anshan Teng'ao Airport / Anshan Air Base,41.105301,122.853996,,AS,CN,CN-21,Anshan,yes,ZYAS,AOG,,,https://en.wikipedia.org/wiki/Anshan_Teng%27ao_Airport,,,,8530.0,,,0.0,0.0,13676044.2766,5027885.9663
77223,300858,ZYCH,medium_airport,Changhai Airport,39.266667,122.666944,80.0,AS,CN,CN-21,"Changhai, Dalian",yes,ZYCH,CNI,,,https://en.wikipedia.org/wiki/Changhai_Airport,,,,2789.0,,,0.0,0.0,13655221.7432,4759941.6341
77224,30827,ZYCY,medium_airport,Chaoyang Airport,41.538101,120.434998,568.0,AS,CN,CN-21,"Shuangta, Chaoyang",yes,ZYCY,CHG,,,https://en.wikipedia.org/wiki/Chaoyang_Airport,,,,6562.0,,,0.0,0.0,13406762.651,5092038.3799
77225,327349,ZYDU,medium_airport,Wudalianchi Dedu Airport,48.441037,126.128374,984.0,AS,CN,CN-23,Heihe,yes,ZYDU,DTU,,,https://en.wikipedia.org/wiki/Wudalianchi_Dedu_Airport,,,,8202.0,,,0.0,0.0,14040546.3683,6180543.8403
77226,313994,ZYFY,medium_airport,Fuyuan Dongji Aiport,48.197219,134.36298,,AS,CN,CN-23,Fuyuan,yes,ZYFY,FYJ,,,https://en.wikipedia.org/wiki/Fuyuan_Dongji_Airport,,,,8202.0,148.0,,0.0,0.0,14957218.5151,6139727.9891
77227,31576,ZYHE,medium_airport,Heihe Aihui Airport,50.171621,127.308884,1047.0,AS,CN,CN-23,Heihe,yes,ZYHE,HEK,,,https://en.wikipedia.org/wiki/Heihe_Aihui_Airport,,,,8202.0,148.0,ASP,0.0,0.0,14171960.1403,6476050.7954
77228,327450,ZYJS,medium_airport,Jiansanjiang Shidi Airport,47.108248,132.65792,,AS,CN,CN-23,Jiansanjiang,yes,ZYJS,JSJ,,,https://en.wikipedia.org/wiki/Jiansanjiang_Airport,,,,8202.0,,CON,0.0,0.0,14767412.1041,5959760.8345
77229,313337,ZYJX,medium_airport,Jixi Xingkaihu Airport,45.293,131.193,760.0,AS,CN,CN-23,Jixi,yes,ZYJX,JXA,,,https://en.wikipedia.org/wiki/Jixi_Xingkaihu_Airport,,,,7546.0,,CON,0.0,0.0,14604337.9556,5667766.8876
77230,307012,ZYLD,medium_airport,Yichun Lindu Airport,47.752056,129.019125,791.0,AS,CN,CN-23,Yichun,yes,ZYLD,LDS,,,https://en.wikipedia.org/wiki/Yichun_Lindu_Airport,Yichun Shi Airport,,,7546.0,,,0.0,0.0,14362343.2976,6065704.4671
77231,300516,ZYLS,medium_airport,Yushu Batang Airport,32.836389,97.036389,12816.0,AS,CN,CN-63,Yushu (Batang),yes,ZLYS,YUS,,,https://en.wikipedia.org/wiki/Yushu_Batang_Airport,,,,12467.0,,CON,0.0,0.0,10802041.4119,3873607.4211
77232,301193,ZYMH,medium_airport,Mohe Gulian Airport,52.916871,122.422759,1836.0,AS,CN,CN-23,Mohe,yes,ZYMH,OHE,,,https://en.wikipedia.org/wiki/Mohe_Gulian_Airport,,,,7218.0,,CON,0.0,0.0,13628039.1934,6967636.0839
77233,327451,ZYSQ,medium_airport,Songyuan Chaganhu Airport,44.938114,124.550178,459.0,AS,CN,CN-22,Qian Gorlos Mongol Autonomous County,yes,ZYSQ,YSQ,,,https://en.wikipedia.org/wiki/Songyuan_Chaganhu_Airport,,,,8202.0,148.0,,0.0,0.0,13864862.3932,5611784.058
77234,307013,ZYTN,medium_airport,Tonghua Sanyuanpu Airport,42.2538888889,125.703333333,1200.0,AS,CN,CN-22,Tonghua,yes,ZYTN,TNH,,,https://en.wikipedia.org/wiki/Tonghua_Sanyuanpu_Airport,Tonghua Liuhe Airport,,,7546.0,,,0.0,0.0,13993231.0576,5199086.9658
77235,317861,ZYYK,medium_airport,Yingkou Lanqi Airport,40.542524,122.3586,,AS,CN,CN-21,"Laobian, Yingkou",yes,ZYYK,YKH,,,https://en.wikipedia.org/wiki/Yingkou_Lanqi_Airport,,,,8202.0,,,0.0,0.0,13620897.0462,4945096.4434
77238,27311,YABI,small_airport,Abingdon Downs Airport,-17.608814,143.183531,573.0,OC,AU,AU-QLD,,no,YABI,ABG,,,https://en.wikipedia.org/wiki/Abingdon_Airport,,CTAF,118.6,,,,,,15939117.7609,-1991811.2697
77262,38353,YFLO,small_airport,Flora Valley Airport,-18.297844,128.455897,,OC,AU,AU-WA,,no,YFLO,FVL,,,,,CTAF,125.9,,,,,,14299645.0434,-2072440.293
77263,31519,YGDN,small_airport,Gordon Downs Airport,-18.6781005859375,128.591995239258,800.0,OC,AU,AU-WA,Gordon Downs,no,YGDN,GDD,,,,,CTAF,120.7,,,,,,14314795.4301,-2117073.8865
77267,31800,YLIN,small_airport,Lindeman Island Airport,-20.4535999298,149.039993286,,OC,AU,AU-QLD,Lindeman Island,no,YLIN,LDC,,,,,CTAF,119.1,,,,,,16591056.1604,-2326844.1965
77272,38525,YNUT,small_airport,Nutwood Downs Airport,-15.8074,134.1459,500.0,OC,AU,AU-NT,Nutwood Downs,no,YNUT,UTD,,,,,CTAF,122.2,,,,,,14933053.28,-1782429.3076
77273,27865,YOLA,small_airport,Colac Airport,-38.286701,143.679993,450.0,OC,AU,AU-VIC,Colac,no,YOLA,XCO,,,,,CTAF,126.7,,,,,,15994383.6579,-4620006.5944
77278,38585,YSMP,small_airport,Smith Point Airport,-11.133566,132.15957,,OC,AU,AU-NT,,no,YSMP,SHU,,,,,CTAF,122.1,,,,,,14711936.0359,-1247257.0367
77283,28024,YVRS,small_airport,Vanrook Station Airport,-16.9633007049561,141.949996948242,43.0,OC,AU,AU-QLD,,no,YVRS,VNR,,,,,CTAF,126.7,,,,,,15801801.3784,-1916553.4448
77299,307355,WTT,small_airport,Wantoat Airport,-6.1325,146.467777778,3900.0,OC,PG,PG-MPL,Wantoat,no,AYWC,WTT,WNT,,,Wontoat,,,,,,,,16304718.4399,-683973.951699998
77300,307311,WUV,small_airport,Wuvulu Island Airport,-1.73611111111,142.836666667,16.0,OC,PG,PG-MRL,Wuvulu Island,no,AYVW,WUV,WUV,,,,,,,,,,,15900505.0,-193292.5854
77311,328940,WZQ,small_airport,Urad Middle Banner Airport,41.460289,108.539085,3996.0,AS,CN,CN-15,Urad Middle Banner,no,,WZQ,,,https://ceb.wikipedia.org/wiki/Urad_Middle_Banner_Airport,,,,,,,,,12082515.6734,5080473.095
77320,317272,XBB,seaplane_base,Blubber Bay Seaplane Base,49.793958,-124.621064,0.0,,CA,CA-BC,Blubber Bay,no,,XBB,,,,,,,,,,,,-13872753.3866,6410669.1645
77332,313435,XMA,small_airport,Maramag Airport,7.7538,125.0333,919.0,AS,PH,PH-BUK,Maramag,no,,XMA,,http://www.pbase.com/philippineaviation/maramagoadi_airport_bukidnon,,Oadi,,,,,,,,13918643.2882,865795.817899998
77334,332207,XRQ,small_airport,New Barag Right Banner Baogede Airport,48.575585,116.939382,1798.0,AS,CN,CN-15,New Barag Right Banner,yes,,XRQ,,,https://en.wikipedia.org/wiki/Xinbarag_Youqi_Baogede_Airport,,,,,,,,,13017632.4579,6203151.4921
77338,333071,XZM,heliport,Macau Heliport at Outer Harbour Ferry Terminal,22.196242,113.55936,,AS,MO,MO-SEE,Sé,no,,XZM,,,https://en.wikipedia.org/wiki/Outer_Harbour_Ferry_Terminal,Terminal Marítimo de Passageiros do Porto Exterior,,,,,,,,12641370.13,2535102.7932
77356,317734,YAJ,seaplane_base,Lyall Harbour Seaplane Base,48.7952,-123.1816,0.0,,CA,CA-BC,Saturna Island,no,,YAJ,,,,,,,,,,,,-13712512.9871,6240182.2952
77358,27328,YAMT,small_airport,Amata Airport,-26.097363,131.202732,695.0,OC,AU,AU-SA,,no,YAMT,AMT,,,https://en.wikipedia.org/wiki/Amata_Airport,,,,,,,,,14605421.3169,-3011144.7737
77360,317735,YAQ,seaplane_base,Maple Bay Seaplane Base,48.8167,-123.6084,0.0,,CA,CA-BC,Maple Bay,no,,YAQ,,,,,,,,,,,,-13760024.1458,6243816.2581
77368,298808,YBEB,small_airport,Bellburn Airstrip,-17.545,128.305,810.0,OC,AU,AU-WA,Pumululu National Park,no,YBEB,BXF,,,,Bungle Bungles,,,,,,,,14282847.2662,-1984359.6285
77370,298811,YBGD,small_airport,Boolgeeda,-22.54,117.275,1871.0,OC,AU,AU-WA,,no,YBGD,OCM,,,,,,,,,,,,13054993.2828,-2576483.3985
77371,308918,YBH,seaplane_base,Bull Harbour Water Aerodrome,50.9179,-127.9372,0.0,,CA,CA-BC,Bull Harbour,no,,YBH,AH6,,,,,,,,,,,-14241903.9575,6606784.0121
77376,308917,YBJ,seaplane_base,Baie-Johan-Beetz Water Aerodrome,50.283745,-62.81004,,,CA,CA-QC,Baie-Johan-Beetz,no,,YBJ,SG6,,,,,,,,,,,-6991981.6695,6495561.2607
77377,344097,YBLE,small_airport,Biloela Airport,-24.320816,150.509627,643.0,OC,AU,AU-QLD,Biloela,no,YBLE,ZBL,,,,,,,,,,,,16754655.0371,-2792549.9501
77384,506646,YBPK,heliport,"Melbourne Heliport, Batman Park",-37.822272,144.956789,10.0,OC,AU,AU-VIC,Melbourne,no,YBPK,KAH,,,,,,,,,,,,16136515.9385,-4554349.1414
77385,316461,YBQ,seaplane_base,Telegraph Harbour Seaplane Base,48.97,-123.664,0.0,,CA,CA-BC,Thetis Island,no,,YBQ,,,,,,,,,,,,-13766213.5095,6269772.5539
77396,30814,YCBE,small_airport,Canobie Airport,-19.4794006348,140.927001953,,OC,AU,AU-QLD,Canobie,no,YCBE,CBY,,,,,,,,,,,,15687922.0964,-2211459.694
77399,315831,YCF,seaplane_base,Cortes Bay Water Aerodrome,50.063,-124.930002,,,CA,CA-BC,Cortes Bay,no,,YCF,,,,AM6,,,,,,,,-13907144.2074,6457193.4882
77421,314876,YDDI,heliport,Daydream Island Helipad,-20.2603,148.8136,8.0,OC,AU,AU-QLD,Whitsundays,no,YDDI,DDI,YDDI,,,,,,,,,,,16565854.1751,-2303892.6643
77424,302108,YDGA,small_airport,Dalgaranga Gold Mine Airport,-27.8302777778,117.316388889,1459.0,OC,AU,AU-WA,,no,YDGA,DGD,,,,,,,,,,,,13059600.6728,-3227592.5029
77454,31025,YEVA,small_airport,Eva Downs Airport,-18.0009994507,134.863006592,,OC,AU,AU-NT,Eva Downs,no,YEVA,EVD,,,,,,,,,,,,15012881.2207,-2037665.5291
77458,31129,YFNE,small_airport,Finke Airport,-25.5946998596,134.582992554,,OC,AU,AU-NT,Finke,no,YFNE,FIK,,,,,,,,,,,,14981710.2005,-2948968.7655
77460,27571,YFST,small_airport,Forster (Wallis Is) Airport,-32.202489,152.481136,4.0,OC,AU,AU-NSW,,no,YFST,FOT,,,https://en.wikipedia.org/wiki/Forster_(Wallis_Island)_Airport,,,,,,,,,16974122.4151,-3789919.9025
77461,507156,YFTL,heliport,Fremantle Heliport,-32.045149,115.733022,10.0,OC,AU,AU-WA,Fremantle,no,YFTL,JFM,,,,,,,,,,,,12883341.077,-3769238.5952
77466,317733,YGE,seaplane_base,Gorge Harbour Seaplane Base,50.0994,-125.0235,0.0,,CA,CA-BC,Gorge Harbour,no,,YGE,,,,,,,,,,,,-13917552.3572,6463507.9987
77477,309003,YGON,small_airport,Mount Gordon Airport,-19.77265,139.40425,900.0,OC,AU,AU-QLD,Mount Gordon Mine,no,YGON,GPD,,,https://en.wikipedia.org/wiki/Mount_Gordon_Airport,,,,,,,,,15518410.1244,-2246117.5578
77486,314889,YHPB,heliport,Happy Bay Helipad,-20.3358,148.8525,13.0,OC,AU,AU-QLD,Long Island,no,YHPB,HAP,YHPB,,,,,,,,,,,16570184.5033,-2312853.7643
77487,313242,YHPV,small_airport,Hope Vale Airport,-15.2923,145.1035,228.0,OC,AU,AU-QLD,Hope Vale,no,YHPV,HPE,YHPV,,,,,,,,,,,16152847.7323,-1722909.859
77496,31689,YINW,small_airport,Inverway Airport,-17.8411006927,129.643005371,,OC,AU,AU-NT,Inverway,no,YINW,IVW,,,,,,,,,,,,14431793.3428,-2018958.0116
77502,31722,YKIR,small_airport,Kirkimbie Station Airport,-17.7791996002,129.210006714,,OC,AU,AU-NT,Kirkimbie,no,YKIR,KBB,,,,,,,,,,,,14383592.1528,-2011720.3497
77505,308529,YKT,seaplane_base,Klemtu Water Aerodrome,52.6076345452,-128.521757126,0.0,,CA,CA-BC,Klemtu,no,,YKT,,,,,,,,,,,,-14306976.5591,6910748.1643
77517,308530,YLP,small_airport,Mingan Airport,50.2869,-64.1528,70.0,,CA,CA-QC,Longue-Pointe-de-Mingan,no,,YLP,,,,Longue-Pointe-de-Mingan,,,,,,,,-7141457.029,6496110.92
77535,507498,YMTG,medium_airport,Mount Gambier Airport,-37.744382,140.780561,,OC,AU,AU-SA,Mount Gambier,yes,YMTG,MGB,,https://www.dcgrant.sa.gov.au/services/mount-gambier-regional-airport,https://en.wikipedia.org/wiki/Mount_Gambier_Airport,,,,,,,,,15671620.3641,-4543378.2305
77563,317768,YQJ,seaplane_base,April Point Seaplane Base,50.065,-125.235,,,CA,CA-BC,Quadra Island,no,,YQJ,,,,,,,,,,,,-13941096.4295,6457540.3149
77567,308549,YRC,seaplane_base,Refuge Cove Seaplane Base,50.1234,-124.843,0.0,,CA,CA-BC,Desolation Sound,no,,YRC,,,,,,,,,,,,-13897459.1891,6467674.0372
77569,317769,YRD,small_airport,Dean River Airport,52.82371,-126.964957,62.0,,CA,CA-BC,Kimsquit Valley,no,,YRD,,,,,,,,,,,,-14133674.3618,6950455.3827
77585,314633,YSML,heliport,South Molle Island Helipad,-20.2622,148.8399,15.0,OC,AU,AU-QLD,South Molle Island Resort,no,YSML,SOI,,,,,,,,,,,,16568781.8777,-2304118.1219
77587,314925,YSTI,seaplane_base,Stephens Island Seaplane Base,-9.51,143.55,0.0,OC,AU,AU-QLD,Stephens Island,no,YSTI,STF,YSTI,,,"Ugar Island, Hogar Island",,,,,,,,15979912.9034,-1063543.0017
77589,314919,YSVP,small_airport,Silver Plains Airport,-13.9754,143.5537,48.0,OC,AU,AU-QLD,Silver Plains,no,YSVP,SSP,YSVP,,,,,,,,,,,15980324.7855,-1571394.4055
77595,30467,YTNB,small_airport,Tanbar Airport,-25.847799301147,141.92799377441,344.0,OC,AU,AU-QLD,Tanbar Station,no,YTNB,TXR,,,,,,,,,,,,15799351.9962,-2980242.4142
77604,28016,YUDA,small_airport,Undara Airport,-18.2000007629395,144.600006103516,,OC,AU,AU-QLD,,no,YUDA,UDA,,,,,,,,,,,,16096799.0482,-2060971.6151
77608,28039,YWDV,small_airport,Mount Full Stop Airport,-19.67,144.8852,1918.0,OC,AU,AU-QLD,Wando Vale,no,YWDV,MFL,,,,,,,,,,,,16128546.6875,-2233978.5998
77609,507154,YWGA,small_airport,Port Hedland/Wodgina Airport,-21.036568,118.642936,673.0,OC,AU,AU-WA,Wodgina,no,YWGA,GYB,,,,,,,,,,,,13207271.2217,-2396239.4657
77612,28050,YWIT,small_airport,Wittenoom Airport,-22.224992,118.353739,444.0,OC,AU,AU-WA,,no,YWIT,WIT,,,"https://en.wikipedia.org/wiki/Wittenoom,_Western_Australia",,,,,,,,,13175077.959,-2538559.7315
77787,41544,ZA-0021,heliport,Pretoria Central Heliport,-25.6557006835938,28.2206001281738,4087.0,AF,ZA,ZA-GT,Pretoria,no,,HPR,,,,,,,,,,,,3141502.8361,-2956500.1118
77834,41268,ZA-0072,small_airport,Tanda Tula Airport,-24.5335998535,31.2999992371,1555.0,AF,ZA,ZA-NP,Welverdiend,no,FATD,TDT,,,,,,,,,,,,3484299.9769,-2818565.6971
77856,41603,ZA-0094,small_airport,Hazyview Airport,-25.0501003265381,31.1319007873535,1810.0,AF,ZA,ZA-MP,Hazyview,no,,HZV,,,,,,,,,,,,3465587.343,-2881899.5764
77857,41604,ZA-0095,small_airport,Khoka Moya Airport,-24.5930004119873,31.4151000976563,1440.0,AF,ZA,ZA-NP,Khoka Moya,no,,KHO,,,,,,,,,,,,3497112.9461,-2825836.0892
77858,41605,ZA-0096,small_airport,Mkambati Airport,-31.2849,29.9884,560.0,AF,ZA,ZA-EC,Mkambati,no,,MBM,,,,,,,,,,,,3338293.4177,-3669804.3679
77859,41606,ZA-0097,small_airport,Inyati Airport,-24.7777004241943,31.3854999542236,1245.0,AF,ZA,ZA-NP,Inyati,no,,INY,,,,,,,,,,,,3493817.8732,-2848464.7319
77860,41607,ZA-0098,small_airport,Tshipise Airport,-22.6193008422852,30.1756000518799,1786.0,AF,ZA,ZA-NP,Tshipise,no,,TSD,,,,,,,,,,,,3359132.4322,-2586043.9794
